à‚ì`éqfamily	ê∂ï®éÌ	diez_vk	diez_cby	à‚ì`éq_ids	à‚ì`éq	KO	OC	AA_length	NT_length	motif	E-Value < = 10e-3	verDB		OC_count
yir	pyo		PY06485	PY06485	PY06485   hypothetical protein		OC.529985	315	948	Cir_Bir_Yir RPW8 7tm_1	Cir_Bir_Yir/1	PY06485		819
yir	pyo		PY06721	PY06721	PY06721   hypothetical protein		OC.529985	315	948	Cir_Bir_Yir RPW8 DUF4401	Cir_Bir_Yir/1	PY06721		819
yir	pyo		PY06804	PY06804	PY06804   hypothetical protein		OC.529985	315	948	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06804		819
yir	pyo		PY06870	PY06870	PY06870   hypothetical protein		OC.529985	315	948	Cir_Bir_Yir LRRC37AB_C MRP-S23	Cir_Bir_Yir/1	PY06870		819
yir	pyo		PY07012	PY07012	PY07012   hypothetical protein		OC.529985	315	948	Cir_Bir_Yir Phage_connect_1 MGC-24	Cir_Bir_Yir/1	PY07012		819
yir	pyo		PY00175	PY00175	PY00175   hypothetical protein		OC.529985	316	951	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00175		819
yir	pyo		PY00486	PY00486	PY00486   hypothetical protein		OC.529985	316	951	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00486		819
yir	pyo		PY00843	PY00843	PY00843   hypothetical protein		OC.529985	316	951	Cir_Bir_Yir UBN2 MRP-S23	Cir_Bir_Yir/1	PY00843		819
yir	pyo		PY01111	PY01111	PY01111   hypothetical protein		OC.529985	316	951	Cir_Bir_Yir	Cir_Bir_Yir/1	PY01111		819
yir	pyo		PY03540	PY03540	PY03540   yir4 protein		OC.529985	316	951	Cir_Bir_Yir zf-C4H2 IL5	Cir_Bir_Yir/1	PY03540		819
yir	pyo		PY04425	PY04425	PY04425   hypothetical protein		OC.529985	316	951	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04425		819
yir	pyo		PY06020	PY06020	PY06020   hypothetical protein		OC.529985	316	951	Cir_Bir_Yird GCR1_Cd Synaptobrevind DUF1617d GalP_UDP_transfd	Cir_Bir_Yir/1	PY06020		819
yir	pyo		PY06109	PY06109	PY06109   hypothetical protein		OC.529985	316	951	Cir_Bir_Yir DUF1035 Protoglobin MRP-S23	Cir_Bir_Yir/1	PY06109		819
yir	pyo		PY06887	PY06887	PY06887   hypothetical protein		OC.529985	316	951	Cir_Bir_Yir Retrotran_gag_2	Cir_Bir_Yir/1	PY06887		819
yir	pyo		PY06918	PY06918	PY06918   hypothetical protein		OC.529985	316	951	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06918		819
yir	pyo		PY07097	PY07097	PY07097   hypothetical protein		OC.529985	316	951	Cir_Bir_Yir RhoGAP-FF1	Cir_Bir_Yir/1	PY07097		819
yir	pyo		PY07190	PY07190	PY07190   hypothetical protein		OC.529985	316	951	Cir_Bir_Yir Gp-FAR-1 CheZ MRP-S23 T3SchapCesA DUF1033	Cir_Bir_Yir/1	PY07190		819
yir	pyo		PY07269	PY07269	PY07269   hypothetical protein		OC.529985	316	951	Cir_Bir_Yir SRTM1	Cir_Bir_Yir/1	PY07269		819
yir	pyo		PY00158	PY00158	PY00158   hypothetical protein		OC.529985	317	954	Cir_Bir_Yir Ses_B DUF2115	Cir_Bir_Yir/1	PY00158		819
yir	pyo		PY04151	PY04151	PY04151   hypothetical protein		OC.529985	317	954	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04151		819
yir	pyo		PY04785	PY04785	PY04785   hypothetical protein		OC.529985	317	954	Cir_Bir_Yir Sigma_reg_N	Cir_Bir_Yir/1	PY04785		819
yir	pyo		PY05244	PY05244	PY05244   hypothetical protein		OC.529985	317	954	Cir_Bir_Yir PSII_Pbs27 DUF1340	Cir_Bir_Yir/1	PY05244		819
yir	pyo		PY05912	PY05912	PY05912   hypothetical protein		OC.529985	317	954	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05912		819
yir	pyo		PY06674	PY06674	PY06674   hypothetical protein		OC.529985	317	954	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06674		819
yir	pyo		PY06742	PY06742	PY06742   hypothetical protein		OC.529985	317	954	Cir_Bir_Yir CCDC84 MRP-S23	Cir_Bir_Yir/1	PY06742		819
yir	pyo		PY06993	PY06993	PY06993   hypothetical protein		OC.529985	317	954	Cir_Bir_Yir D5_N	Cir_Bir_Yir/1	PY06993		819
yir	pyo		PY01594	PY01594	PY01594   hypothetical protein		OC.529985	318	957	Cir_Bir_Yir	Cir_Bir_Yir/1	PY01594		819
yir	pyo		PY03010	PY03010	PY03010   hypothetical protein		OC.529985	318	954	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03010		819
yir	pyo		PY04923	PY04923	PY04923   hypothetical protein		OC.529985	318	958	Cir_Bir_Yir MRP-S23 DUF4064	Cir_Bir_Yir/1	PY04923		819
yir	pyo		PY05648	PY05648	PY05648   hypothetical protein		OC.529985	318	957	Cir_Bir_Yir DUF3980 LYTB ProRS-C_1	Cir_Bir_Yir/1	PY05648		819
yir	pyo		PY06166	PY06166	PY06166   hypothetical protein		OC.529985	318	957	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06166		819
yir	pyo		PY00823	PY00823	PY00823   hypothetical protein		OC.529985	319	960	Cir_Bir_Yir Lipase_GDSL MRP-S23 Synaptobrevin	Cir_Bir_Yir/1	PY00823		819
yir	pyo		PY01110	PY01110	PY01110   hypothetical protein		OC.529985	319	960	Cir_Bir_Yir CCDC84 LisH	Cir_Bir_Yir/1	PY01110		819
yir	pyo		PY02163	PY02163	PY02163   hypothetical protein		OC.529985	319	960	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02163		819
yir	pyo		PY02924	PY02924	PY02924   hypothetical protein		OC.529985	319	960	Cir_Bir_Yir MCM_N	Cir_Bir_Yir/1	PY02924		819
yir	pyo		PY02997	PY02997	PY02997   hypothetical protein		OC.529985	319	960	Cir_Bir_Yird zf-ADd MRP-S23d RPW8d Retrotran_gag_2	Cir_Bir_Yir/1	PY02997		819
yir	pyo		PY03428	PY03428	PY03428   hypothetical protein		OC.529985	319	960	Cir_Bir_Yir PSII_Pbs27 DUF1793	Cir_Bir_Yir/1	PY03428		819
yir	pyo		PY03597	PY03597	PY03597   hypothetical protein		OC.529985	319	961	Cir_Bir_Yir DUF2723 Na_Ca_ex	Cir_Bir_Yir/1	PY03597		819
yir	pyo		PY06373	PY06373	PY06373   hypothetical protein		OC.529985	319	960	Cir_Bir_Yir RPW8	Cir_Bir_Yir/1	PY06373		819
yir	pyo		PY07111	PY07111	PY07111   hypothetical protein		OC.529985	319	960	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07111		819
yir	pyo		PY00268	PY00268	PY00268   hypothetical protein		OC.529985	320	963	Cir_Bir_Yir APG17	Cir_Bir_Yir/1	PY00268		819
yir	pyo		PY00301	PY00301	PY00301   hypothetical protein		OC.529985	320	963	Cir_Bir_Yir FANCI_S4 MRP-S23	Cir_Bir_Yir/1	PY00301		819
yir	pyo		PY01466	PY01466	PY01466   hypothetical protein		OC.529985	320	963	Cir_Bir_Yir MRP-S23 APG17	Cir_Bir_Yir/1	PY01466		819
yir	pyo		PY01787	PY01787	PY01787   hypothetical protein		OC.529985	320	963	Cir_Bir_Yir PSII_Pbs27 MRP-S23 ORF6C DUF4167	Cir_Bir_Yir/1	PY01787		819
yir	pyo		PY02107	PY02107	PY02107   hypothetical protein		OC.529985	320	963	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02107		819
yir	pyo		PY03579	PY03579	PY03579   hypothetical protein		OC.529985	320	963	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03579		819
yir	pyo		PY05362	PY05362	PY05362   hypothetical protein		OC.529985	320	963	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05362		819
yir	pyo		PY05455	PY05455	PY05455   hypothetical protein		OC.529985	320	963	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05455		819
yir	pyo		PY06113	PY06113	PY06113   hypothetical protein		OC.529985	320	963	Cir_Bir_Yir APG17	Cir_Bir_Yir/1	PY06113		819
yir	pyo		PY06130	PY06130	PY06130   hypothetical protein		OC.529985	320	963	Cir_Bir_Yir Vps51	Cir_Bir_Yir/1	PY06130		819
yir	pyo		PY06231	PY06231	PY06231   hypothetical protein		OC.529985	320	963	Cir_Bir_Yir MRP-S23	Cir_Bir_Yir/1	PY06231		819
yir	pyo		PY06401	PY06401	PY06401   hypothetical protein		OC.529985	320	963	Cir_Bir_Yir ER	Cir_Bir_Yir/1	PY06401		819
yir	pyo		PY06511	PY06511	PY06511   hypothetical protein		OC.529985	320	963	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06511		819
yir	pyo		PY06995	PY06995	PY06995   hypothetical protein		OC.529985	320	963	Cir_Bir_Yir MRP-S23	Cir_Bir_Yir/1	PY06995		819
yir	pyo		PY07252	PY07252	PY07252   hypothetical protein		OC.529985	320	963	Cir_Bir_Yir Synaptobrevin	Cir_Bir_Yir/1	PY07252		819
yir	pyo		PY00305	PY00305	PY00305   hypothetical protein		OC.529985	321	966	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00305		819
yir	pyo		PY00498	PY00498	PY00498   hypothetical protein		OC.529985	321	967	Cir_Bir_Yir DUF1748	Cir_Bir_Yir/1	PY00498		819
yir	pyo		PY01417	PY01417	PY01417   hypothetical protein		OC.529985	321	966	Cir_Bir_Yir MRP-S23 Mt_ATP-synt_D	Cir_Bir_Yir/1	PY01417		819
yir	pyo		PY01481	PY01481	PY01481   hypothetical protein		OC.529985	321	966	Cir_Bir_Yir Tape_meas_lam_C zf-C4H2	Cir_Bir_Yir/1	PY01481		819
yir	pyo		PY01873	PY01873	PY01873   hypothetical protein		OC.529985	321	966	Cir_Bir_Yir	Cir_Bir_Yir/1	PY01873		819
yir	pyo		PY02757	PY02757	PY02757   cir2 protein		OC.529985	321	966	Cir_Bir_Yir DUF2420 Med3 BLOC1_2	Cir_Bir_Yir/1	PY02757		819
yir	pyo		PY06760	PY06760	PY06760   hypothetical protein		OC.529985	321	966	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06760		819
yir	pyo		PY06861	PY06861	PY06861   hypothetical protein		OC.529985	321	966	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06861		819
yir	pyo		PY06907	PY06907	PY06907   hypothetical protein		OC.529985	321	966	Cir_Bir_Yir Polyoma_lg_T_C Oxygenase-NA	Cir_Bir_Yir/1	PY06907		819
yir	pyo		PY07356	PY07356	PY07356   hypothetical protein		OC.529985	321	966	Cir_Bir_Yir SPC25	Cir_Bir_Yir/1	PY07356		819
yir	pyo		PY01837	PY01837	PY01837   hypothetical protein		OC.529985	322	969	Cir_Bir_Yir DUF1108	Cir_Bir_Yir/1	PY01837		819
yir	pyo		PY02693	PY02693	PY02693   hypothetical protein		OC.529985	322	969	Cir_Bir_Yir TMEM154 RNF111_N Topo-VIb_trans	Cir_Bir_Yir/1	PY02693		819
yir	pyo		PY05719	PY05719	PY05719   hypothetical protein		OC.529985	322	969	Cir_Bir_Yir DUF4167	Cir_Bir_Yir/1	PY05719		819
yir	pyo		PY06220	PY06220	PY06220   hypothetical protein		OC.529985	322	969	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06220		819
yir	pyo		PY06679	PY06679	PY06679   hypothetical protein		OC.529985	322	969	Cir_Bir_Yir ApoO RPW8	Cir_Bir_Yir/1	PY06679		819
yir	pyo		PY06732	PY06732	PY06732   hypothetical protein		OC.529985	322	969	Cir_Bir_Yir SPC25	Cir_Bir_Yir/1	PY06732		819
yir	pyo		PY06818	PY06818	PY06818   hypothetical protein		OC.529985	322	965	Cir_Bir_Yir ASFV_J13L Cast DUF1086	Cir_Bir_Yir/1	PY06818		819
yir	pyo		PY07090	PY07090	PY07090   hypothetical protein		OC.529985	322	969	Cir_Bir_Yir PSII_Pbs27 UBN2_2	Cir_Bir_Yir/1	PY07090		819
yir	pyo		PY07146	PY07146	PY07146   hypothetical protein		OC.529985	322	969	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07146		819
yir	pyo		PY01184	PY01184	PY01184   hypothetical protein		OC.529985	323	972	Cir_Bir_Yir UBN2_2	Cir_Bir_Yir/1	PY01184		819
yir	pyo		PY01454	PY01454	PY01454   hypothetical protein		OC.529985	323	972	Cir_Bir_Yir MRP-S23 PrgI	Cir_Bir_Yir/1	PY01454		819
yir	pyo		PY01871	PY01871	PY01871   hypothetical protein		OC.529985	323	972	Cir_Bir_Yir	Cir_Bir_Yir/1	PY01871		819
yir	pyo		PY02137	PY02137	PY02137   hypothetical protein		OC.529985	323	972	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02137		819
yir	pyo		PY02687	PY02687	PY02687   hypothetical protein		OC.529985	323	972	Cir_Bir_Yir zf-AD	Cir_Bir_Yir/1	PY02687		819
yir	pyo		PY03438	PY03438	PY03438   hypothetical protein		OC.529985	323	972	Cir_Bir_Yir ATPase_gene1 SSP160	Cir_Bir_Yir/1	PY03438		819
yir	pyo		PY06619	PY06619	PY06619   hypothetical protein		OC.529985	323	972	Cir_Bir_Yir DUF4064	Cir_Bir_Yir/1	PY06619		819
yir	pyo		PY06740	PY06740	PY06740   hypothetical protein		OC.529985	323	972	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06740		819
yir	pyo		PY07022	PY07022	PY07022   hypothetical protein		OC.529985	323	972	Cir_Bir_Yir Fib_alpha	Cir_Bir_Yir/1	PY07022		819
yir	pyo		PY07215	PY07215	PY07215   hypothetical protein		OC.529985	323	972	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07215		819
yir	pyo		PY03983	PY03983	PY03983   hypothetical protein		OC.529985	324	975	Cir_Bir_Yird DUF1340d Med4d UNC45-centrald DUF4064	Cir_Bir_Yir/1	PY03983		819
yir	pyo		PY05437	PY05437	PY05437   hypothetical protein		OC.529985	324	975	Cir_Bir_Yir RPAP2_Rtr1 DUF1049	Cir_Bir_Yir/1	PY05437		819
yir	pyo		PY06244	PY06244	PY06244   hypothetical protein		OC.529985	324	975	Cir_Bir_Yir RecT	Cir_Bir_Yir/1	PY06244		819
yir	pyo		PY06819	PY06819	PY06819   hypothetical protein		OC.529985	324	975	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06819		819
yir	pyo		PY07128	PY07128	PY07128   hypothetical protein		OC.529985	324	975	Cir_Bir_Yir Baculo_LEF-10 zf-AD	Cir_Bir_Yir/1	PY07128		819
yir	pyo		PY07305	PY07305	PY07305   hypothetical protein		OC.529985	324	975	Cir_Bir_Yir TcdB_N	Cir_Bir_Yir/1	PY07305		819
yir	pyo		PY07406	PY07406	PY07406   hypothetical protein		OC.529985	324	975	Cir_Bir_Yir MRP-S23 Retrotran_gag_2	Cir_Bir_Yir/1	PY07406		819
yir	pyo		PY00049	PY00049	PY00049   hypothetical protein		OC.529985	325	978	Cir_Bir_Yir UNC45-central RPW8	Cir_Bir_Yir/1	PY00049		819
yir	pyo		PY00552	PY00552	PY00552   hypothetical protein		OC.529985	325	978	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00552		819
yir	pyo		PY04021	PY04021	PY04021   hypothetical protein		OC.529985	325	978	Cir_Bir_Yir RPW8 APG17	Cir_Bir_Yir/1	PY04021		819
yir	pyo		PY04505	PY04505	PY04505   hypothetical protein		OC.529985	325	974	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04505		819
yir	pyo		PY04770	PY04770	PY04770   hypothetical protein		OC.529985	325	978	Cir_Bir_Yir DUF4064	Cir_Bir_Yir/1	PY04770		819
yir	pyo		PY04773	PY04773	PY04773   hypothetical protein		OC.529985	325	978	Cir_Bir_Yir DUF739	Cir_Bir_Yir/1	PY04773		819
yir	pyo		PY00400	PY00400	PY00400   hypothetical protein		OC.529985	326	981	Cir_Bir_Yir Presenilin Cor1	Cir_Bir_Yir/1	PY00400		819
yir	pyo		PY01720	PY01720	PY01720   hypothetical protein		OC.529985	326	981	Cir_Bir_Yir RPW8 Retrotran_gag_2	Cir_Bir_Yir/1	PY01720		819
yir	pyo		PY02837	PY02837	PY02837   hypothetical protein		OC.529985	326	981	Cir_Bir_Yir PI3_PI4_kinase	Cir_Bir_Yir/1	PY02837		819
yir	pyo		PY03334	PY03334	PY03334   hypothetical protein		OC.529985	326	981	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03334		819
yir	pyo		PY03924	PY03924	PY03924   hypothetical protein		OC.529985	326	982	Cir_Bir_Yir PLU-1	Cir_Bir_Yir/1	PY03924		819
yir	pyo		PY03946	PY03946	PY03946   hypothetical protein		OC.529985	326	981	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03946		819
yir	pyo		PY04414	PY04414	PY04414   hypothetical protein		OC.529985	326	981	Cir_Bir_Yir PSII_Pbs27 ABC2_membrane_3 DUF3021	Cir_Bir_Yir/1	PY04414		819
yir	pyo		PY05699	PY05699	PY05699   hypothetical protein		OC.529985	326	981	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05699		819
yir	pyo		PY06568	PY06568	PY06568   hypothetical protein		OC.529985	326	978	Cir_Bir_Yir MRP-S23 DUF4064	Cir_Bir_Yir/1	PY06568		819
yir	pyo		PY00303	PY00303	PY00303   hypothetical protein		OC.529985	327	984	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00303		819
yir	pyo		PY02354	PY02354	PY02354   hypothetical protein		OC.529985	327	984	Cir_Bir_Yir MRP-S23	Cir_Bir_Yir/1	PY02354		819
yir	pyo		PY02735	PY02735	PY02735   hypothetical protein		OC.529985	327	981	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02735		819
yir	pyo		PY06497	PY06497	PY06497   hypothetical protein		OC.529985	327	984	Cir_Bir_Yir zf-AD Retrotran_gag_2	Cir_Bir_Yir/1	PY06497		819
yir	pyo		PY07211	PY07211	PY07211   hypothetical protein		OC.529985	327	984	Cir_Bir_Yir DUF4064	Cir_Bir_Yir/1	PY07211		819
yir	pyo		PY07421	PY07421	PY07421   hypothetical protein		OC.529985	327	984	Cir_Bir_Yir DUF1878	Cir_Bir_Yir/1	PY07421		819
yir	pyo		PY00351	PY00351	PY00351   hypothetical protein		OC.529985	328	987	Cir_Bir_Yir DUF1049	Cir_Bir_Yir/1	PY00351		819
yir	pyo		PY01303	PY01303	PY01303   hypothetical protein		OC.529985	328	987	Cir_Bir_Yir DUF713	Cir_Bir_Yir/1	PY01303		819
yir	pyo		PY02629	PY02629	PY02629   hypothetical protein		OC.529985	328	987	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02629		819
yir	pyo		PY03854	PY03854	PY03854   hypothetical protein		OC.529985	328	987	Cir_Bir_Yir Bestrophin	Cir_Bir_Yir/1	PY03854		819
yir	pyo		PY04312	PY04312	PY04312   hypothetical protein		OC.529985	328	987	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04312		819
yir	pyo		PY05475	PY05475	PY05475   hypothetical protein		OC.529985	328	987	Cir_Bir_Yir PrgI PSII_Pbs27	Cir_Bir_Yir/1	PY05475		819
yir	pyo		PY05673	PY05673	PY05673   hypothetical protein		OC.529985	328	987	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05673		819
yir	pyo		PY02970	PY02970	PY02970   hypothetical protein		OC.529985	329	990	Cir_Bir_Yir Occludin_ELL	Cir_Bir_Yir/1	PY02970		819
yir	pyo		PY03095	PY03095	PY03095   hypothetical protein		OC.529985	329	990	Cir_Bir_Yir DUF2232 Inhibitor_G39P	Cir_Bir_Yir/1	PY03095		819
yir	pyo		PY03595	PY03595	PY03595   hypothetical protein		OC.529985	329	990	Cir_Bir_Yir APG17	Cir_Bir_Yir/1	PY03595		819
yir	pyo		PY03695	PY03695	PY03695   hypothetical protein		OC.529985	329	990	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03695		819
yir	pyo		PY03742	PY03742	PY03742   hypothetical protein		OC.529985	329	990	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03742		819
yir	pyo		PY03991	PY03991	PY03991   hypothetical protein		OC.529985	329	990	Cir_Bir_Yir DUF1073	Cir_Bir_Yir/1	PY03991		819
yir	pyo		PY05792	PY05792	PY05792   hypothetical protein		OC.529985	329	990	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05792		819
yir	pyo		PY05808	PY05808	PY05808   hypothetical protein		OC.529985	329	990	Cir_Bir_Yir DUF4064	Cir_Bir_Yir/1	PY05808		819
yir	pyo		PY06352	PY06352	PY06352   hypothetical protein		OC.529985	329	990	Cir_Bir_Yir MRP-S23	Cir_Bir_Yir/1	PY06352		819
yir	pyo		PY06802	PY06802	PY06802   hypothetical protein		OC.529985	329	990	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06802		819
yir	pyo		PY07386	PY07386	PY07386   hypothetical protein		OC.529985	329	990	Cir_Bir_Yir DUF2935	Cir_Bir_Yir/1	PY07386		819
yir	pyo		PY01394	PY01394	PY01394   hypothetical protein		OC.529985	330	993	Cir_Bir_Yir DUF1049	Cir_Bir_Yir/1	PY01394		819
yir	pyo		PY01783	PY01783	PY01783   hypothetical protein		OC.529985	330	993	Cir_Bir_Yir ATP13	Cir_Bir_Yir/1	PY01783		819
yir	pyo		PY03360	PY03360	PY03360   hypothetical protein		OC.529985	330	993	Cir_Bir_Yir GIT1_C T3SchapCesA	Cir_Bir_Yir/1	PY03360		819
yir	pyo		PY04844	PY04844	PY04844   hypothetical protein		OC.529985	330	993	Cir_Bir_Yir RPW8 DUF3848	Cir_Bir_Yir/1	PY04844		819
yir	pyo		PY05243	PY05243	PY05243   hypothetical protein		OC.529985	330	993	Cir_Bir_Yird ABC2_membrane_3d DUF573d ASL_Cd RPW8d MRP-S23d PrgI	Cir_Bir_Yir/1	PY05243		819
yir	pyo		PY05688	PY05688	PY05688   hypothetical protein		OC.529985	330	993	Cir_Bir_Yir PSII_Pbs27	Cir_Bir_Yir/1	PY05688		819
yir	pyo		PY05820	PY05820	PY05820   hypothetical protein		OC.529985	330	993	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05820		819
yir	pyo		PY06934	PY06934	PY06934   hypothetical protein		OC.529985	330	993	Cir_Bir_Yir AATF-Che1 VPS28	Cir_Bir_Yir/1	PY06934		819
yir	pyo		PY02450	PY02450	PY02450   hypothetical protein		OC.529985	331	996	Cir_Bir_Yir DUF2935 PrgI	Cir_Bir_Yir/1	PY02450		819
yir	pyo		PY02782	PY02782	PY02782   hypothetical protein		OC.529985	331	996	Cir_Bir_Yir zf-AD	Cir_Bir_Yir/1	PY02782		819
yir	pyo		PY03679	PY03679	PY03679   hypothetical protein		OC.529985	331	996	Cir_Bir_Yir RPW8 DUF2935	Cir_Bir_Yir/1	PY03679		819
yir	pyo		PY04931	PY04931	PY04931   hypothetical protein		OC.529985	331	996	Cir_Bir_Yir MSA-2c MRP-S23	Cir_Bir_Yir/1	PY04931		819
yir	pyo		PY05681	PY05681	PY05681   hypothetical protein		OC.529985	331	996	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05681		819
yir	pyo		PY05703	PY05703	PY05703   hypothetical protein		OC.529985	331	996	Cir_Bir_Yir Allexi_40kDa DUF596 Oxygenase-NA DUF4047	Cir_Bir_Yir/1	PY05703		819
yir	pyo		PY05731	PY05731	PY05731   hypothetical protein		OC.529985	331	996	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05731		819
yir	pyo		PY05824	PY05824	PY05824   hypothetical protein		OC.529985	331	996	Cir_Bir_Yir  APG17	Cir_Bir_Yir/1	PY05824		819
yir	pyo		PY03332	PY03332	PY03332   hypothetical protein		OC.529985	332	999	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03332		819
yir	pyo		PY03566	PY03566	PY03566   hypothetical protein		OC.529985	332	999	Cir_Bir_Yir SMC_Nse1	Cir_Bir_Yir/1	PY03566		819
yir	pyo		PY04209	PY04209	PY04209   hypothetical protein		OC.529985	332	999	Cir_Bir_Yir Macoilin She9_MDM33	Cir_Bir_Yir/1	PY04209		819
yir	pyo		PY05586	PY05586	PY05586   hypothetical protein		OC.529985	332	999	Cir_Bir_Yir Retrotran_gag_2 ETF_alpha	Cir_Bir_Yir/1	PY05586		819
yir	pyo		PY07171	PY07171	PY07171   hypothetical protein		OC.529985	332	999	Cir_Bir_Yir MSA-2c	Cir_Bir_Yir/1	PY07171		819
yir	pyo		PY02612	PY02612	PY02612   hypothetical protein		OC.529985	333	1002	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02612		819
yir	pyo		PY03204	PY03204	PY03204   hypothetical protein		OC.529985	333	1002	Cir_Bir_Yir Sigma_reg_N SpoVA	Cir_Bir_Yir/1	PY03204		819
yir	pyo		PY06891	PY06891	PY06891   hypothetical protein		OC.529985	333	1002	Cir_Bir_Yir MRP-S23 DUF4167	Cir_Bir_Yir/1	PY06891		819
yir	pyo		PY07195	PY07195	PY07195   hypothetical protein		OC.529985	333	1002	Cir_Bir_Yir APG17	Cir_Bir_Yir/1	PY07195		819
yir	pyo		PY07246	PY07246	PY07246   hypothetical protein		OC.529985	333	1002	Cir_Bir_Yir Synaptobrevin MRP-S23	Cir_Bir_Yir/1	PY07246		819
yir	pyo		PY07325	PY07325	PY07325   hypothetical protein		OC.529985	333	1002	Cir_Bir_Yir FAD-SLDH	Cir_Bir_Yir/1	PY07325		819
yir	pyo		PY01598	PY01598	PY01598   hypothetical protein		OC.529985	334	1005	Cir_Bir_Yir	Cir_Bir_Yir/1	PY01598		819
yir	pyo		PY03029	PY03029	PY03029   hypothetical protein		OC.529985	334	1006	Cir_Bir_Yir MTHFR DUF4064	Cir_Bir_Yir/1	PY03029		819
yir	pyo		PY06129	PY06129	PY06129   hypothetical protein		OC.529985	334	1005	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06129		819
yir	pyo		PY00642	PY00642	PY00642   hypothetical protein		OC.529985	335	1008	Cir_Bir_Yir Erp_C MCM_N	Cir_Bir_Yir/1	PY00642		819
yir	pyo		PY03992	PY03992	PY03992   hypothetical protein		OC.529985	335	1008	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03992		819
yir	pyo		PY06188	PY06188	PY06188   hypothetical protein		OC.529985	335	1008	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06188		819
yir	pyo		PY06821	PY06821	PY06821   hypothetical protein		OC.529985	335	1008	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06821		819
yir	pyo		PY00814	PY00814	PY00814   hypothetical protein		OC.529985	336	1011	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00814		819
yir	pyo		PY02369	PY02369	PY02369   hypothetical protein		OC.529985	336	1011	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02369		819
yir	pyo		PY04006	PY04006	PY04006   hypothetical protein		OC.529985	336	1011	Cir_Bir_Yir DUF4167 SSTK-IP	Cir_Bir_Yir/1	PY04006		819
yir	pyo		PY06493	PY06493	PY06493   hypothetical protein		OC.529985	336	1011	Cir_Bir_Yir Sigma_reg_N	Cir_Bir_Yir/1	PY06493		819
yir	pyo		PY02670	PY02670	PY02670   hypothetical protein		OC.529985	337	1014	Cir_Bir_Yir RIH_assoc	Cir_Bir_Yir/1	PY02670		819
yir	pyo		PY03362	PY03362	PY03362   hypothetical protein		OC.529985	337	1014	Cir_Bir_Yir MRP-S23 Com_YlbF	Cir_Bir_Yir/1	PY03362		819
yir	pyo		PY04515	PY04515	PY04515   hypothetical protein		OC.529985	337	1014	Cir_Bir_Yir NB-ARC CPG4	Cir_Bir_Yir/1	PY04515		819
yir	pyo		PY05135	PY05135	PY05135   hypothetical protein		OC.529985	337	1014	Cir_Bir_Yir CCDC84 TcdB_N LisH	Cir_Bir_Yir/1	PY05135		819
