à‚ì`éqfamily	ê∂ï®éÌ	diez_rs	à‚ì`éq_ids	à‚ì`éq	KO	OC	AA_length	NT_length	motif	E-Value < = 10e-3	verDB	AB-type
rifin	pfd		PFDG_00497	PFDG_00497   predicted protein		OC.530158	155	467	Rifin_STEVOR Sensor_TM1 FAM216B	Rifin_STEVOR/1	PFDG_00497
rifin	pfd		PFDG_00496	PFDG_00496   conserved hypothetical protein		OC.530158	315	1096	Rifin_STEVOR DUF2207 DUF1191 DUF4381 TMEM154 BatD DUF1180 PspB DUF4199 DUF912 DUF2062	Rifin_STEVOR/1	PFDG_00496
rifin	pfd		PFDG_00495	PFDG_00495   conserved hypothetical protein		OC.530158	310	1088	Rifin_STEVOR DUF2207 DUF912 SecD_SecF Glycophorin_A TMEM154 DUF1180 PspB DUF443 RseC_MucC Zn_peptidase DUF4064 Sigma_reg_N COX2_TM ECSCR DUF4083	Rifin_STEVOR/1 DUF2270/1	PFDG_00495
rifin	pfd		PFDG_00494	PFDG_00494   conserved hypothetical protein		OC.530158	379	1415	Rifin_STEVOR DUF912 TMEM154 ASFV_J13L PspB DUF4083 Claudin_3 DUF1180 DUF3810 YajC DUF2207 DUF3377 Protocadherin	Rifin_STEVOR/1	PFDG_00494
rifin	pfd		PFDG_00493	PFDG_00493   hypothetical protein		OC.530158	272	1527	Rifin_STEVOR DUF2207 DUF4381 TMEM154 ASFV_J13L TMEM132D_C DUF1191 DUF912 AbLIM_anchor	Rifin_STEVOR/1	PFDG_00493
rifin	pfd		PFDG_00463	PFDG_00463   conserved hypothetical protein		OC.530158	384	1303	Rifin_STEVOR DUF2721 DUF912 DUF2207 Vma12 DUF1180 TMEM154	Rifin_STEVOR/1	PFDG_00463
rifin	pfd		PFDG_00461	PFDG_00461   conserved hypothetical protein		OC.530173	134	404	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_00461
rifin	pfd		PFDG_00460	PFDG_00460   hypothetical protein		OC.530158	191	573	Rifin_STEVOR DUF2639	Rifin_STEVOR/1	PFDG_00460
rifin	pfd		PFDG_00459	PFDG_00459   conserved hypothetical protein		OC.530158	214	642	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_00459
rifin	pfd		PFDG_00458	PFDG_00458   predicted protein		OC.530158	366	1335	Rifin_STEVOR TMEM154 DUF912 Amnionless DUF1180 DUF1191 DUF3377 DUF2207 DUF3866 PspB AbLIM_anchor Adeno_E3_CR2 Peptidase_A8 KCH Glycophorin_A Baculo_11_kDa Cadherin_C_2 YajC	Rifin_STEVOR/1 TMEM154/1 DUF912/1	PFDG_00458
rifin	pfd		PFDG_00298	PFDG_00298   conserved hypothetical protein		OC.530158	322	969	Rifin_STEVOR DUF912 PalH DUF1180 TMEM154 DUF2207 DUF443 PspB DUF3377 Glycophorin_A MSC YajC WSS_VP DUF4381	Rifin_STEVOR/1 DUF912/1	PFDG_00298
rifin	pfd		PFDG_00297	PFDG_00297   conserved hypothetical protein		OC.530158	292	879	Rifin_STEVOR DUF912 Baculo_11_kDa TMEM154 Adeno_E3_CR2 PspB ABC2_membrane COX2_TM DUF3377 DUF1191 Cadherin_C_2 DUF2207 DUF1180 Syndecan TMEM156 DUF4199	Rifin_STEVOR/1	PFDG_00297
rifin	pfd		PFDG_00264	PFDG_00264   conserved hypothetical protein		OC.530173	150	452	Rifin_STEVOR Ribos_L4_asso_C	Rifin_STEVOR/1	PFDG_00264
rifin	pfd		PFDG_00263	PFDG_00263   conserved hypothetical protein		OC.530158	340	1184	Rifin_STEVOR DUF2207 DUF912 TMEM154 DUF3377 DUF2721 DUF1180 PspB Baculo_11_kDa COX2_TM Syndecan Thy1 TENA_THI-4 AbLIM_anchor Sigma_reg_N EphA2_TM DUF3827	Rifin_STEVOR/1	PFDG_00263
rifin	pfd		PFDG_00262	PFDG_00262   conserved hypothetical protein		OC.530158	316	1102	Rifin_STEVOR TMEM154 DUF912 DUF2207 DUF1191 DUF1180 Herpes_gE PspB DUF4381 WAPL UXS1_N FAM209 Baculo_11_kDa YajC Amnionless Ninjurin	Rifin_STEVOR/1 TMEM154/1	PFDG_00262
rifin	pfd		PFDG_00193	PFDG_00193   conserved hypothetical protein		OC.530158	282	849	Rifin_STEVOR DUF912 TMEM154 Baculo_11_kDa PspB LRRC37AB_C DUF1191 Adeno_E3_CR2 DUF1180 YajC Octopine_DH MCC-bdg_PDZ DUF2207 Cadherin_C_2 SKG6	Rifin_STEVOR/1 TMEM154/1 DUF912/1	PFDG_00193
rifin	pfd		PFDG_00192	PFDG_00192   conserved hypothetical protein		OC.530158	366	1823	Rifin_STEVOR DUF912 Glycophorin_A TMEM154 DUF1191 DUF2207 DUF3377 Amnionless DUF1180 Adeno_E3_CR2 Baculo_11_kDa DUF443 PspB AAT DAG1 Syndecan DUF4381 CcmD IncA EphA2_TM	Rifin_STEVOR/1 Glycophorin_A/1 DUF912/1	PFDG_00192
rifin	pfd		PFDG_00191	PFDG_00191   conserved hypothetical protein		OC.530158	310	1096	Rifin_STEVOR DUF2207 TMEM154 DUF912 PspB SIT AbLIM_anchor DUF1191 DUF1180 DUF4381 Sigma_reg_N	Rifin_STEVOR/1	PFDG_00191
rifin	pfd		PFDG_00189	PFDG_00189   conserved hypothetical protein		OC.530158	337	1216	Rifin_STEVOR TMEM154 DUF912 Adeno_E3_CR2 DUF1180 DUF2207 LRRC37AB_C DUF3377 PspB DUF1191 ABC2_membrane HNOB Baculo_11_kDa AbLIM_anchor Cadherin_C_2 YajC DAG1 EphA2_TM	Rifin_STEVOR/1 TMEM154/1 DUF912/1	PFDG_00189
rifin	pfd		PFDG_00180	PFDG_00180   conserved hypothetical protein		OC.530158	377	1366	Rifin_STEVOR TMEM154 DUF912 DUF2207 DUF1180 Claudin_3 DUF443 PspB BatD 7tm_1 Herpes_gE DUF3810 DUF1191 Glycophorin_A DUF4083 YajC Protocadherin DUF3377 DUF4870	Rifin_STEVOR/1 TMEM154/1 DUF912/1	PFDG_00180
rifin	pfd		PFDG_00179	PFDG_00179   conserved hypothetical protein		OC.530158	310	1083	Rifin_STEVOR DUF2207 DUF4381 PspB TMEM154 DUF1191 Glucos_trans_II DUF912 Methyltransf_29 DUF4199 DUF3810 DUF3377 Sigma_reg_N DUF604	Rifin_STEVOR/1 DUF2270/1	PFDG_00179
rifin	pfd		PFDG_00177	PFDG_00177   conserved hypothetical protein		OC.530158	337	1236	Rifin_STEVOR DUF912 DUF443 DUF1191 DUF3377 TMEM154 ASFV_J13L PalH DAG1 Protocadherin Amnionless Herpes_gE DUF2207 PspB Adeno_E3_CR2 Glycophorin_A IncA MCC-bdg_PDZ DUF1180 Baculo_11_kDa	Rifin_STEVOR/1	PFDG_00177
rifin	pfd		PFDG_00176	PFDG_00176   conserved hypothetical protein		OC.530158	337	1280	Rifin_STEVOR DUF912 Baculo_11_kDa DUF1180 TMEM154 DUF2207 PspB DUF3377 PrkA DUF1191 Amnionless AAT Syndecan YajC IncA Adeno_E3_CR2 Glycophorin_A	Rifin_STEVOR/1 DUF912/1	PFDG_00176
rifin	pfd		PFDG_00139	PFDG_00139   conserved hypothetical protein		OC.530158	304	1089	Rifin_STEVOR DUF2207 DUF443 Glycophorin_A DUF912 PspB SecD_SecF DUF4064 Lamp COX2_TM Syndecan Baculo_11_kDa DUF1180 LRRC37AB_C	Rifin_STEVOR/1	PFDG_00139
rifin	pfd		PFDG_00138	PFDG_00138   conserved hypothetical protein		OC.530158	347	1214	Rifin_STEVOR TMEM154 Adeno_E3_CR2 DUF912 Glycophorin_A PspB DUF3377 NicO DUF1191 Cytochrom_C_asm 7TM_GPCR_Srh DUF1180 SieB YajC Baculo_11_kDa LAX IncA DUF2207	Rifin_STEVOR/1 TMEM154/1	PFDG_00138
rifin	pfd		PFDG_00094	PFDG_00094   conserved hypothetical protein		OC.530158	369	1273	Rifin_STEVOR DUF912 TMEM154 Amnionless PspB Baculo_11_kDa Adeno_E3_CR2 DUF2207 DUF3377 DUF1180 YajC DUF4110 Protocadherin Glycophorin_A DUF443 EphA2_TM IncA	Rifin_STEVOR/1 DUF912/1	PFDG_00094
rifin	pfd		PFDG_00091	PFDG_00091   conserved hypothetical protein		OC.530158	313	1080	Rifin_STEVOR DUF2207 Viral_Beta_CD DUF912 TMEM154 Amnionless TMEM156 ECSCR DUF1191 ABC2_membrane_3 Herpes_gE Baculo_11_kDa DUF4381 DUF1180 Glycophorin_A Colicin_V P12 CDC50 PspB DUF4448 SIT Cadherin_C_2	Rifin_STEVOR/1	PFDG_00091
rifin	pfd		PFDG_00090	PFDG_00090   conserved hypothetical protein		OC.530158	355	1118	Rifin_STEVOR TMEM154 DUF912 DUF3377 DUF2207 DUF1180 PspB Adeno_E3_CR2 Amnionless Glycophorin_A Baculo_11_kDa zinc_ribbon_2	Rifin_STEVOR/1 TMEM154/1 DUF912/1	PFDG_00090
rifin	pfd		PFDG_00087	PFDG_00087   conserved hypothetical protein		OC.530158	362	1264	Rifin_STEVOR DUF912 TMEM154 LRRC37AB_C Glycophorin_A DUF4366 Apolipoprotein Baculo_11_kDa Viral_Beta_CD Tmemb_9 DUF2207	Rifin_STEVOR/1 DUF912/1	PFDG_00087
rifin	pfd		PFDG_00084	PFDG_00084   conserved hypothetical protein		OC.530158	384	1406	Rifin_STEVOR DUF912 TMEM154 DUF1180 Tmemb_9 DUF1917 DUF2207 Amnionless DUF3377 PspB DUF1191 DUF3397 DAG1 AbLIM_anchor DUF3810 LAX CSF-1	Rifin_STEVOR/1 TMEM154/1 DUF912/1	PFDG_00084
rifin	pfd		PFDG_00083	PFDG_00083   conserved hypothetical protein		OC.530158	316	1121	Rifin_STEVOR TMEM154 DUF912 DUF4381 ETRAMP DUF1191 DUF2207 DUF1180 PspB UPF0227 Sulf_transp Glycophorin_A YajC	Rifin_STEVOR/1 TMEM154/1	PFDG_00083
rifin	pfd		PFDG_00081	PFDG_00081   conserved hypothetical protein		OC.530158	375	1360	Rifin_STEVOR DUF912 Baculo_11_kDa DUF2207 TMEM154 DUF3377 TMEM156 PspB DUF1191 DUF1180 Protocadherin Adeno_E3_CR2 YajC IncA Glycophorin_A DUF2937 DAG1 EphA2_TM	Rifin_STEVOR/1 DUF912/1 Baculo_11_kDa/1	PFDG_00081
rifin	pfd		PFDG_00080	PFDG_00080   conserved hypothetical protein		OC.530158	310	1098	Rifin_STEVOR TMEM154 PspB DUF912 DUF3377 DUF4199 DUF4381 DUF1180 DUF2207 TMEM237 DUF4386 Cyt_c_ox_IV DUF3810 ECSCR	Rifin_STEVOR/1	PFDG_00080
rifin	pfd		PFDG_00077	PFDG_00077   conserved hypothetical protein		OC.530158	372	1321	Rifin_STEVOR DUF912 Lamp Cadherin_C_2 TMEM154 Adeno_E3_CR2 YajC PspB	Rifin_STEVOR/1	PFDG_00077
rifin	pfd		PFDG_00076	PFDG_00076   conserved hypothetical protein		OC.530158	372	1349	Rifin_STEVOR DUF912 Baculo_11_kDa DUF2207 TMEM154 PspB AbLIM_anchor DUF1180 Urb2 Amnionless DUF3377 Adeno_E3_CR2 DUF2755 Glycophorin_A DUF1191 DUF4366 Syndecan UPF0560	Rifin_STEVOR/1 DUF912/1 Baculo_11_kDa/1	PFDG_00076
rifin	pfd		PFDG_00075	PFDG_00075   conserved hypothetical protein		OC.530158	318	1093	Rifin_STEVOR DUF912 DUF2207 DUF1180 TMEM154 TctA SecD_SecF DUF443 Baculo_11_kDa Cadherin_C_2 PspB Syndecan DUF1191 ECSCR Adeno_E3_CR2 DUF3377 Sigma_reg_N DUF4199 DUSP RseC_MucC	Rifin_STEVOR/1 DUF912/1	PFDG_00075	
rifin	pfh		PFHG_05533	PFHG_05533   rifin	K13851	OC.530158	248	744	Rifin_STEVOR	Rifin_STEVOR/1	PFHG_05533	
rifin	pfh		PFHG_05469	PFHG_05469   rifin	K13851	OC.530158	99	455	Rifin_STEVOR AAT Pec_lyase_N Nbl1_Borealin_N	Rifin_STEVOR/1	PFHG_05469	
rifin	pfh		PFHG_05050	PFHG_05050   rifin	K13851	OC.530158	360	1423	Rifin_STEVOR DUF912 TMEM154 DUF2207 DUF1180 Claudin_3 PspB DUF1191 Glycophorin_A DUF4381 YajC DUF3377	Rifin_STEVOR/1	PFHG_05050	
rifin	pfh		PFHG_04728	PFHG_04728   rifin	K13851	OC.530158	309	1092	Rifin_STEVOR DUF2207 TMEM154 PspB DUF4083 CoatB DUF912 YajC LRRC37AB_C	Rifin_STEVOR/1	PFHG_04728	
rifin	pfh		PFHG_04724	PFHG_04724   conserved hypothetical protein	K13851	OC.530158	342	1229	Rifin_STEVOR DUF3377 DUF912 DUF1180 Baculo_11_kDa BPD_transp_1 PspB Syndecan Mersacidin TMEM154 Cadherin_C_2	Rifin_STEVOR/1	PFHG_04724	
rifin	pfh		PFHG_04671	PFHG_04671   rifin	K13851	OC.530158	344	1190	Rifin_STEVOR DUF912 DUF2207 IncA TctA TMEM154 DUF3377 ASFV_J13L DUF1180 DUF443 PspB Baculo_E56 Adeno_E3_CR2 Amnionless DUF1191 ECSCR Glycophorin_A AbLIM_anchor YajC Baculo_11_kDa DUF4381	Rifin_STEVOR/1	PFHG_04671	
rifin	pfh		PFHG_04592	PFHG_04592   rifin	K13851	OC.530158	328	1068	Rifin_STEVOR DUF912 DUF3377 DUF2207 DUF1191 TMEM154 Baculo_11_kDa DUF1180 DUF2663 PspB ASFV_J13L Glycophorin_A DUF4083	Rifin_STEVOR/1 DUF912/1	PFHG_04592	
rifin	pfh		PFHG_04587	PFHG_04587   rifin	K13851	OC.530158	325	1209	Rifin_STEVOR DUF2207 DUF912 PalH Syndecan PspB Trp_oprn_chp DUF4083 CotJB	Rifin_STEVOR/1	PFHG_04587	
rifin	pfh		PFHG_04275	PFHG_04275   rifin	K13851	OC.530158	372	1349	Rifin_STEVOR DUF912 Baculo_11_kDa DUF2207 TMEM154 DUF443 DUF2755 DUF1180 DUF3377 Peptidase_M56 PspB ABC2_membrane_3 MMPL Adeno_E3_CR2 RseC_MucC Glycophorin_A	Rifin_STEVOR/1 DUF912/1 Baculo_11_kDa/1	PFHG_04275	
rifin	pfh		PFHG_04013	PFHG_04013   rifin	K13851	OC.530158	224	873	Rifin_STEVOR Rota_NS6	Rifin_STEVOR/1	PFHG_04013	
rifin	pfh		PFHG_03994	PFHG_03994   rifin	K13851	OC.530158	302	1021	Rifin_STEVOR DUF2207 DUF3377 TMEM156 ETRAMP DUF912 DUF1180 Viral_Beta_CD	Rifin_STEVOR/1	PFHG_03994	
rifin	pfh		PFHG_03724	PFHG_03724   rifin	K13851	OC.530158	345	1119	Rifin_STEVOR DUF912 TMEM154 zf-DNA_Pol DUF3377 PspB Baculo_11_kDa DUF1180 Adeno_E3_CR2 YajC DUF1191 DUF2207	Rifin_STEVOR/1	PFHG_03724	
rifin	pfh		PFHG_03479	PFHG_03479   rifin	K13851	OC.530158	230	877	Rifin_STEVOR DUF2985 Rota_NS6 zf-DNA_Pol	Rifin_STEVOR/1	PFHG_03479	
rifin	pfh		PFHG_03477	PFHG_03477   rifin	K13851	OC.530158	298	1195	Rifin_STEVOR DUF1863	Rifin_STEVOR/1 DUF1863/1	PFHG_03477	
rifin	pfh		PFHG_03417	PFHG_03417   rifin	K13851	OC.530158	349	1280	Rifin_STEVOR TMEM154 DUF912 DUF3377 DUF1191 PspB Lamp DUF1180 Baculo_11_kDa Adeno_E3_CR2 DUF2207 DUF4199 DUF4381 Sigma_reg_N YajC EphA2_TM	Rifin_STEVOR/1 TMEM154/1 DUF912/1	PFHG_03417	
rifin	pfh		PFHG_00715	PFHG_00715   rifin	K13851	OC.530158	167	504	Rifin_STEVOR DUF1180 DUF912 DUF443 PspB TRP DUF1191 TMEM154 Telomere_reg-2 DUF5058 DUF3377 DUF2207 Baculo_11_kDa COX2_TM ASFV_J13L IncA Adeno_E3_CR2 YajC Syndecan Vpu MSC EphA2_TM	Rifin_STEVOR/1 DUF1180/1 DUF912/1	PFHG_00715
rifin	pfh		PFHG_05610	PFHG_05610   predicted protein		OC.530158	103	312	Rifin_STEVOR YkuI_C zf-DNA_Pol	Rifin_STEVOR/1	PFHG_05610
rifin	pfh		PFHG_05589	PFHG_05589   predicted protein		OC.530158	103	589	Rifin_STEVOR	Rifin_STEVOR/1	PFHG_05589
rifin	pfh		PFHG_05514	PFHG_05514   conserved hypothetical protein		OC.530158	367	1198	Rifin_STEVOR DUF912 TMEM154 DUF3377 PalH PspB DUF4110 Adeno_E3_CR2 DUF1180 DUF4083 Baculo_11_kDa DUF3810	Rifin_STEVOR/1	PFHG_05514
rifin	pfh		PFHG_05504	PFHG_05504   conserved hypothetical protein		OC.530158	258	1033	Rifin_STEVOR DUF4110	Rifin_STEVOR/1	PFHG_05504
rifin	pfh		PFHG_05466	PFHG_05466   conserved hypothetical protein		OC.530158	204	772	Rifin_STEVOR MAM1	Rifin_STEVOR/1	PFHG_05466
rifin	pfh		PFHG_05456	PFHG_05456   conserved hypothetical protein		OC.530158	295	1565	Rifin_STEVOR	Rifin_STEVOR/1	PFHG_05456
rifin	pfh		PFHG_05406	PFHG_05406   conserved hypothetical protein		OC.530158	295	1084	Rifin_STEVOR DUF2207 DUF912 TMEM154 DUF443 DUF3377 Baculo_11_kDa DUF1180 PspB Erf4 Adeno_E3_CR2 Sigma_reg_N DUF4381 Glycophorin_A	Rifin_STEVOR/1	PFHG_05406
rifin	pfh		PFHG_05386	PFHG_05386   predicted protein		OC.530158	113	342	Rifin_STEVOR TMEM154 PspB DUF912 DUF3377 PalH Lamp DUF2207 Adeno_E3_CR2 Baculo_11_kDa DUF1180 DAG1 YajC Tmemb_9 DUF1191 Protocadherin Glycophorin_A P12 Peptidase_S49_N Sec66 ECSCR DUF4381 DUF4448 Syndecan Vpu ASFV_J13L	Rifin_STEVOR/1 TMEM154/1 DUF912/1 PspB/1	PFHG_05386
rifin	pfh		PFHG_05349	PFHG_05349   conserved hypothetical protein		OC.530158	328	1079	Rifin_STEVOR DUF2207 DUF912 PspB	Rifin_STEVOR/1	PFHG_05349
rifin	pfh		PFHG_05342	PFHG_05342   conserved hypothetical protein		OC.530158	381	1376	Rifin_STEVOR TMEM154 DUF912 DUF3377 Baculo_11_kDa DUF1180 Adeno_E3_CR2 PspB DUF2663 DUF443 AbLIM_anchor Glycophorin_A Amnionless LAX ABC2_membrane_3 Pec_lyase_N Cadherin_C_2 EphA2_TM	Rifin_STEVOR/1	PFHG_05342
rifin	pfh		PFHG_05340	PFHG_05340   conserved hypothetical protein		OC.530158	375	1288	Rifin_STEVOR PspB TAS2R Glycophorin_A DUF4064 Adeno_E3_CR2 P12 DUF2207	Rifin_STEVOR/1	PFHG_05340
rifin	pfh		PFHG_05331	PFHG_05331   conserved hypothetical protein		OC.530158	305	1075	Rifin_STEVOR Baculo_11_kDa DUF912 DUF2207 Phage_holin_2_4 PspB COX2_TM ECSCR Adeno_E3_CR2 P12 DUF1180 TMEM154 YajC Presenilin	Rifin_STEVOR/1	PFHG_05331
rifin	pfh		PFHG_05330	PFHG_05330   conserved hypothetical protein		OC.530158	269	1194	Rifin_STEVOR RGCC	Rifin_STEVOR/1	PFHG_05330
rifin	pfh		PFHG_05307	PFHG_05307   conserved hypothetical protein		OC.530158	325	1209	Rifin_STEVOR DUF912 Syndecan DUF2207 PalH PspB DUF4083 CotJB	Rifin_STEVOR/1	PFHG_05307
rifin	pfh		PFHG_05282	PFHG_05282   hypothetical protein		OC.530158	258	1390	Rifin_STEVOR HIN NAD_binding_11	Rifin_STEVOR/1	PFHG_05282
rifin	pfh		PFHG_05281	PFHG_05281   predicted protein		OC.530158	169	510	Rifin_STEVOR PalH DUF912 PspB DUF2207 Adeno_E3_CR2 TMEM154 DUF3377 DUF443 DUF1180 Glycophorin_A Amnionless DUF4366 Protocadherin TMEM156 Antimicrobial13 Syndecan YajC EphA2_TM Baculo_11_kDa	Rifin_STEVOR/1 DUF912/1 PalH/1	PFHG_05281
rifin	pfh		PFHG_05218	PFHG_05218   conserved hypothetical protein		OC.530158	359	1243	Rifin_STEVOR TMEM154 DUF912 DUF2207 Glycophorin_A DUF1191 DUF3377 PspB TrbL Tmemb_9 Adeno_E3_CR2 DAG1 Baculo_11_kDa DUF4381 Protocadherin DUF1180 CcmD YajC Syndecan	Rifin_STEVOR/1 Glycophorin_A/1 DUF1191/1 TMEM154/1 DUF912/1	PFHG_05218
rifin	pfh		PFHG_05209	PFHG_05209   conserved hypothetical protein		OC.530158	368	1306	Rifin_STEVOR DUF912 DUF3377 TMEM154	Rifin_STEVOR/1	PFHG_05209
rifin	pfh		PFHG_05156	PFHG_05156   conserved hypothetical protein		OC.530158	351	1673	Rifin_STEVOR DUF912 Baculo_11_kDa DUF2207 TMEM154 DUF443 DUF2755 DUF1180 DUF3377 Peptidase_M56 PspB ABC2_membrane_3 MMPL Adeno_E3_CR2 Glycophorin_A RseC_MucC MotA_ExbB	Rifin_STEVOR/1 DUF912/1 Baculo_11_kDa/1	PFHG_05156
rifin	pfh		PFHG_05143	PFHG_05143   conserved hypothetical protein		OC.530158	375	1369	Rifin_STEVOR DUF912 Baculo_11_kDa DUF2207 TMEM154 DUF1180 PspB DUF3377 DUF1191 Rax2 DUF4110 YajC Syndecan Glycophorin_A IncA Adeno_E3_CR2	Rifin_STEVOR/1 DUF912/1	PFHG_05143
rifin	pfh		PFHG_05142	PFHG_05142   predicted protein		OC.530158	335	1087	Rifin_STEVOR DUF2207 DUF912 DUF1180 TMEM154 DUF1191 DUF4381 AbLIM_anchor Shisa Herpes_gE TMEM156 P12 Baculo_11_kDa BatD 7tm_2 Glucos_trans_II PspB DUF2721 DUF3021 DUF3810 SIT COX2_TM DUF2304	Rifin_STEVOR/1 DUF2207/1	PFHG_05142
rifin	pfh		PFHG_05141	PFHG_05141   conserved hypothetical protein		OC.530158	348	1276	Rifin_STEVOR PspB TMEM154 DUF3377 DUF912 PalH DUF1180 YajC Adeno_E3_CR2 DUF4110 Baculo_11_kDa	Rifin_STEVOR/1	PFHG_05141
rifin	pfh		PFHG_05082	PFHG_05082   conserved hypothetical protein		OC.530158	351	1582	Rifin_STEVOR	Rifin_STEVOR/1	PFHG_05082
rifin	pfh		PFHG_05081	PFHG_05081   conserved hypothetical protein		OC.530158	323	1357	Rifin_STEVOR MCU DUF912 TMEM154 DUF3120 DUF2721 DUF1191 DUF4521 DUF3377 DUF1180 DUF2207 DUF2917	Rifin_STEVOR/1 DUF912/1	PFHG_05081
rifin	pfh		PFHG_05080	PFHG_05080   conserved hypothetical protein		OC.530158	376	1361	Rifin_STEVOR DUF912 PspB DUF1180 DUF2207 PalH DUF3377 TMEM154 Adeno_E3_CR2 YajC Glycophorin_A Baculo_11_kDa DUF4199	Rifin_STEVOR/1	PFHG_05080
rifin	pfh		PFHG_05075	PFHG_05075   conserved hypothetical protein		OC.530158	340	1183	Rifin_STEVOR TMEM154 Adeno_E3_CR2 DUF912 DUF3377 PspB DUF1191 HemY_N DUF1180 Glycophorin_A ASFV_J13L IncA zinc_ribbon_2 Baculo_E56 Rax2 CHASE3 DUF2207 Baculo_11_kDa Syndecan Sds3 DUF3810	Rifin_STEVOR/1 Adeno_E3_CR2/1	PFHG_05075
rifin	pfh		PFHG_05073	PFHG_05073   conserved hypothetical protein		OC.530158	322	1854	Rifin_STEVOR zinc_ribbon_2 Octopine_DH DUF912 HCNGP MCC-bdg_PDZ DUF4179	Rifin_STEVOR/1	PFHG_05073
rifin	pfh		PFHG_05072	PFHG_05072   conserved hypothetical protein		OC.530158	365	1332	Rifin_STEVOR DUF3377 DUF912 TMEM154 DUF2207 PspB Baculo_11_kDa zinc_ribbon_2 DUF1180 DUF2755 YajC DUF4381 Adeno_E3_CR2 Glycophorin_A	Rifin_STEVOR/1	PFHG_05072
rifin	pfh		PFHG_05051	PFHG_05051   conserved hypothetical protein		OC.530158	321	1297	Rifin_STEVOR TMEM154 DUF912 DUF2207 zinc_ribbon_2 DUF3377 ECSCR zf-ribbon_3 TFIID_30kDa DUF1180 YajC Glycophorin_A	Rifin_STEVOR/1 TMEM154/1 DUF912/1	PFHG_05051
rifin	pfh		PFHG_05036	PFHG_05036   conserved hypothetical protein		OC.530158	323	1175	Rifin_STEVOR DUF2207 TMEM154 DUF1180 DUF912 YukC DUF4381 N2227 Amnionless OmdA	Rifin_STEVOR/1 TMEM154/1	PFHG_05036
rifin	pfh		PFHG_04941	PFHG_04941   conserved hypothetical protein		OC.530158	291	1148	Rifin_STEVOR DUF912	Rifin_STEVOR/1	PFHG_04941
rifin	pfh		PFHG_04940	PFHG_04940   conserved hypothetical protein		OC.530158	318	1201	Rifin_STEVOR DUF2207 TMEM154 Baculo_11_kDa DUF4381 DUF912 Glycophorin_A ASFV_J13L DUF1191 DUF3377 ECSCR DUF1180 PspB LRRC37AB_C AbLIM_anchor MSC DUF4083	Rifin_STEVOR/1 LMBR1/1	PFHG_04940	
rifin	pfh		PFHG_04927	PFHG_04927   predicted protein		OC.530158	363	1324	Rifin_STEVOR TMEM154 DUF912 Glycophorin_A DUF2207 DUF3377 Baculo_11_kDa PspB DUF1191 Adeno_E3_CR2 Protocadherin DUF2937 YajC CotJB DUF1180 DAG1 EphA2_TM MMPL	Rifin_STEVOR/1 TMEM154/1 DUF912/1	PFHG_04927	
rifin	pfh		PFHG_04790	PFHG_04790   conserved hypothetical protein		OC.530158	373	1354	Rifin_STEVOR DUF912 DUF3377 DUF1180 TMEM154 DUF2207 Baculo_11_kDa PspB Glycophorin_A SF1-HH Amnionless DUF2370	Rifin_STEVOR/1	PFHG_04790	
rifin	pfh		PFHG_04787	PFHG_04787   conserved hypothetical protein		OC.530158	305	1111	Rifin_STEVOR DUF912 TMEM154 DUF1191 PspB DUF1180 TctA DUF2207 MSC DUF3377 ASFV_J13L ECSCR Adeno_E3_CR2 DUF4199 Baculo_11_kDa P12 DUSP Sigma_reg_N	Rifin_STEVOR/1 DUF912/1	PFHG_04787	
rifin	pfh		PFHG_04726	PFHG_04726   conserved hypothetical protein		OC.530158	346	1244	Rifin_STEVOR TMEM154 DUF1191 DUF912 PspB DUF3377 Herpes_gE DUF2207 Rhabdo_glycop YajC DUF1180 Baculo_11_kDa Adeno_E3_CR2 Sigma_reg_N Glycophorin_A ECSCR Syndecan YkuI_C	Rifin_STEVOR/1 TMEM154/1	PFHG_04726	
rifin	pfh		PFHG_04725	PFHG_04725   conserved hypothetical protein		OC.530158	332	1245	Rifin_STEVOR Herpes_gE DUF912 TMEM154 Baculo_11_kDa DUF2207 DUF1180 Adeno_E3_CR2 HemY_N DUF3377 DAG1 ASFV_J13L IncA Cadherin_C_2 EphA2_TM Glycophorin_A	Rifin_STEVOR/1	PFHG_04725	
rifin	pfh		PFHG_04723	PFHG_04723   conserved hypothetical protein		OC.530158	374	1355	Rifin_STEVOR DUF912 DUF443 DUF2207 DUF1180 Baculo_11_kDa PalH MMPL DUF4083 DUF3377 DUF4199 PspB Sigma_reg_N ABC2_membrane_3 TMEM154 DUF4366	Rifin_STEVOR/1	PFHG_04723	
rifin	pfh		PFHG_04722	PFHG_04722   conserved hypothetical protein		OC.530158	331	1199	Rifin_STEVOR DUF912 SKG6 Adeno_E3_CR2 DUF1180 TMEM154	Rifin_STEVOR/1	PFHG_04722	
rifin	pfh		PFHG_04721	PFHG_04721   conserved hypothetical protein		OC.530158	347	1207	Rifin_STEVOR DUF912 PspB DUF1180 TMEM154 DUF2207 Apolipoprotein Lamp Adeno_E3_CR2 YajC Baculo_11_kDa DUF3377	Rifin_STEVOR/1	PFHG_04721	
